user,TTN,CMD1G,CMH9,CMPD4,DKFZp451N061,FLJ26020,FLJ26409,FLJ32040,FLJ34413,FLJ39564,FLJ43066,HMERF,LGMD2J,TMD,TP53,LFS1,TRP53,p53,MUC16,FRG1B,KMT2D,SYNE1,na,ARID1A,B120,BAF250,BAF250a,BM029,C1orf4,P270,SMARCF1,KMT2C,RYR2,ARVC2,ARVD2,VTSIP,BAGE2,HMCN1,na,KDM6A,FLG,MUC17,MUC3,OBSCN,DKFZp666E245,FLJ14124,KIAA1556,MGC120409,MGC120410,MGC120411,MGC120412,MGC138590,UNC89,FAT4,na,BMS1P20,DST,na,MALAT1,PIK3CA,na,MACF1,ABP620,ACF7,FLJ45612,FLJ46776,KIAA0465,KIAA1251,MACF,OFC4,DNM1P47,XIRP2,SNHG14,RP11-798G7.5,AHNAK2,CSMD3,AHNAK,AHNAKRS,MGC5395,TUBB8P7,NBPF10,AB6,AG1,MLLT3,AF9,FLJ2035,YEATS3,HSD17B7P2,PDE4DIP,CMYA2,DKFZp781J054,MGC75440,MMGL,RP11-156P1.3,EP400,CAGH32,DKFZP434I225,FLJ42018,FLJ45115,P400,TNRC12,LRP1B,na,RYR1,CCO,MHS,MHS1,RYDR,RYR,SKRR,RYR3,na,ATM,AT1,ATA,ATC,ATD,ATDC,ATE,DKFZp781A0353,MGC74674,TEL1,TELO1,SPTAN1,na,BIRC6,APOLLON,BRUCE,FLJ13726,FLJ13786,KIAA1289,EP300,p300,DNAH5,PCLO,PDXDC2P,RB1,OSRC,RB,FAT3,SYNE2,na,PLEC,CUBN,FLJ90055,FLJ90747,IFCR,MGA1,gp280,DNAH11,ABCA13,CROCCP2,DNAH3,USH2A,US2,USH2,dJ1111A8.1,NEB,DKFZp686C1456,FLJ39568,FLJ39584,NEB177D,NEM2,TSSC2,MKI67,na,GPR98,SPTA1,EL2,SPTA,ZFHX4,na,ANK2,DKFZp686M09125,DKFZp686P0948,FLJ38277,LQT4,DNAH8,MUC5B,TNXB,ERBB2,na,CHEK2,CDS1,CHK2,HuCds1,LFS2,PP1425,RAD53,DNAH17,SSPO,ZFHX3,FAT1,KMT2A,TCHH,SACS,ARSACS,DKFZp686B15167,PKHD1L1,DKFZp586C1021,PKHDL1,STAG2,na,FGFR3,ACH,CD333,CEK2,HSFGFR3EX,JTK4,MUC4,HSA276359,NBPF1,AKAP9,na,VPS13D,FLJ23066,DCHS2,APOB,FLDB,PKHD1,ARPKD,DKFZp686C01112,FCYT,FLJ46150,TIGM1,BRCA2,BRCC2,FACD,FAD,FAD1,FANCB,FANCD,FANCD1,ZAN,na,FREM2,CREBBP,CBP,RSTS,RTS,RRN3P2,DNAH10,FLJ38262,FLJ43486,FLJ43808,KIAA2017,UTRN,DMDL,DRP,DRP1,FLJ23678,UBR4,SDHAP1,ELF3,na,ALMS1,ALSS,DKFZp686A118,DKFZp686D1828,KIAA0328,MYCBP2,DKFZp686M08244,FLJ10106,FLJ13826,FLJ21597,FLJ21646,KIAA0916,PAM,LAMA3,E170,LAMNA,LOCS,lama3a,DIDO1,na,MDN1,DKFZp686H16106,FLJ23395,FLJ25587,FLJ42031,FLJ43191,KIAA0301,ERBB3,na,DNAH7,RNF213,C17orf27,KIAA1554,FAT2,CDHF8,HFAT2,MEGF1,LRP2,gp330,SPOP,ANKRD36C,RP11-417J8.6,CHD7,NCOA6,AIB3,ANTP,ASC2,HOX1.1,HOXA7,KIAA0181,NRC,PRIP,RAP250,TRBP,VPS13B,PRKDC,DNAPK,DNPK1,HYRC,HYRC1,XRCC7,p350,HSPG2,PLC,PRCAN,SJA,SJS,SJS1,RP11-423O2.5,CSMD2,NCOR1,na,GOLGB1,GCP,GCP372,GIANTIN,FLG2,LRP1,A2MR,APOER,APR,CD91,FLJ16451,LRP,MGC88725,TGFBR5,DYNC1H1,na,KRTAP4-11,SRCAP,KIAA0309,DSP,ANKRD20A8P,MYH9,na,DMD,BMD,CMD3B,DXS142,DXS164,DXS206,DXS230,DXS239,DXS268,DXS269,DXS270,DXS272,FRAS1,DKFZp686I05113,DKFZp686P08111,FLJ14927,FLJ22031,KIAA1500,LINC00969,ANK3,na,AC024560.3,SRRM2,na,KIAA1109,ARID2,BAF200,DKFZp686G052,DKFZp779P0222,FLJ30619,KIAA1557,p200,TENM3,SPEN,na,ASXL2,PCNT,KEN,PCN,PCNT2,PCNTB,PCTN2,PCDH15,USP34,FLJ43910,KIAA0570,KIAA0729,MGC104459,FBN3,KIAA1776,TRIO,tgat,FBN1,FBN,MASS,MFS1,OCTD,SGS,WMS,CHD6,KIAA1335,RIGB,CSMD1,KIAA1890,DNAH2,HERC2,D15F37S1,DKFZp547P028,KIAA0393,jdf2,p528,NF1,DKFZp686J1293,NFNS,VRNF,WSS,VCAN,na,KALRN,DUET,FLJ16443,HAPIP,TRAD,duo,FCGBP,ITPR2,IP3R2,MED13,SZT2,TBC1D12,LYST,CHS,CHS1,DMXL2,ANKRD11,na,RELN,RL,DNAH9,na,WDFY3,HRNR,COL7A1,EBD1,EBDCT,EBR1,LRRK2,AURA17,PARK8,RIPK7,ROCO2,DOPEY2,TRRAP,na,PTPRD,na,COL22A1,FOXA1,HNF3A,MGC33105,TCF3A,ZNF845,CHD4,na,FRY,13CDNA73,214K23.2,C13orf14,CG003,bA207N4.2,bA37E23.1,LAMA2,LAMM,COL11A1,CO11A1,COLL6,STL2,HECTD4,CACNA1A,APCA,CACNL1A4,CAV2.1,EA2,FHM,HPCA,MHP,MHP1,SCA6,MYO15A,DFNB3,DKFZp686N18198,MYO15,ZNF536,TG,AITD3,TGN,ACAN,CDK12,MGA,LAMA1,LAMA,ERCC2,EM9,MGC102762,MGC126218,MGC126219,TTD,XPD,TACC2,na,CDKN1A,na,HERC1,p532,p619,ASH1L,ASH1,ASH1L1,FLJ10504,KIAA1420,ANKHD1,MASK,VBARP,HUWE1,na,COL6A3,DKFZp686D23123,DKFZp686K04147,FLJ34702,LPHN3,NCOA3,na,PDZD2,AIPC,KIAA0300,PAPIN,PDZK3,PIN1,CACNA1E,BII,CACH6,CACNL1A6,Cav2.3,VPS13C,DKFZp686E0570,FLJ21361,ACACA,ACAC,ACC,ACC1,ACCA,CDH23,DFNB12,DKFZp434P2350,FLJ00233,FLJ36499,KIAA1774,KIAA1812,MGC102761,USH1D,UBR5,ZFP36L1,na,SCN1A,MXRA5,DKFZp564I1922,ZZEF1,FLJ10821,FLJ45574,KIAA0399,ZZZ4,BPTF,FAC1,FALZ,NURF301,POTEC,ZNF99,RANBP2,NUP358,TRP1,TRP2,DNAH1,NUP205,C7orf14,IGSF10,CMF608,FLJ25972,APC,DP2,DP2.5,DP3,FAP,FPC,GS,ARID1B,na,NCKAP5,DCHS1,CDH25,FIB1,FLJ11790,KIAA1773,PCDH16,FMN2,na,MYO9A,FLJ11061,FLJ13244,MGC71859,ZNF91,HPF7,HTF10,ZNRD1-AS1,DOT1L,MYH4,na,TENM1,SPHKAP,COL6A6,HCN1,CHD2,DKFZp781D1727,POM121L9P,ZNF624,ADAMTS12,SVIL,NAV3,KIAA0938,POMFIL1,STEERIN3,unc53H3,WNK1,KDP,KIAA0344,PHA2C,PRKWNK1,RP11-556N21.1,HYDIN,CMYA5,ZNF814,KIAA0100,FBXW7,na,CELSR3,CDHF11,EGFL1,FMI1,HFMI1,MEGF2,RESDA1,ZNF208,PMIDP,ABCA12,DKFZp434G232,FLJ41584,ICR2B,LI2,LRRC7,BSN,ZNF231,POLQ,DKFZp781A0112,POLH,PRO0327,ASPM,ASP,Calmbp1,DKFZp686N06184,FLJ10517,FLJ10549,FLJ43117,MCPH5,FBN2,CCA,SALL1,ATAD5,C17orf41,FLJ12735,FRAG1,ATR,FRP1,MEC1,SCKL,SCKL1,POLE,DKFZp434F222,FLJ21434,POLE1,INO80,MYH13,na,TET1,RP1,DCDC4A,ORP1,FOXP2,CAGH44,DKFZp686H1726,SPCH1,TNRC10,CHD5,DKFZp434N231,KIAA0444,NRXN1,DKFZp313P2036,FLJ35941,Hs.22998,KIAA0578,RP1L1,TRANK1,LAMA5,KIAA1907,FAM47C,UNC79,TENM2,BOD1L1,KIF1B,CMT2,CMT2A,CMT2A1,FLJ23699,HMSNII,KIAA0591,KIAA1448,KLP,MGC134844,SVEP1,na,KIAA2018,DKFZp781O0144,COL12A1,BA209D8.1,COL12A1L,DJ234P15.1,PCDHA12,ADAMTS9,FLJ42955,KIAA1312,LAMA4,na,CNOT1,na,DNAJC13,GPR112,DSCAM,na,FAM135B,SPAG17,EPPK1,FLNB,na,MYO3A,DFNB30,ATAD2,DKFZp667N1320,MGC131938,MGC142216,MGC29843,MGC5254,PRO2000,F5,FVL,PCCF,factor,V,BAZ2B,MYH7,CMD1S,CMH1,MGC138376,MGC138378,MPD1,MYHCB,TSC1,PRG4,CELSR1,EIF4G3,eIF4GII,XIST,PREX2,BDP1,DKFZp686C01233,DKFZp686K0831,HSA238520,KIAA1241,KIAA1689,TAF3B1,TFC5,TFIIIB'',TFIIIB150,TFIIIB90,TFNR,PHF3,KIAA0244,MGC142210,MGC142212,PAPPA2,GTF2IRD2P1,TP53BP1,53BP1,FLJ41424,MGC138366,p202,ANK1,ANK,SPH1,SPH2,ROBO2,KIAA1568,ABCC5,DSCAML1,KIAA1132,REV3L,POLZ,REV3,ARHGAP32,PCDH9,SI,MGC131621,MGC131622,CTNNA2,na,MUC6,TEX15,TBP,GTF2D,GTF2D1,MGC117320,MGC126054,MGC126055,SCA17,TFIID,CELSR2,CDHF10,EGFL2,FLJ34118,FLJ42737,FLJ45143,FLJ45845,Flamingo1,KIAA0279,MEGF3,CADPS,CAPS,CAPS1,KIAA1121,GRM1,GPRC1A,GRM1A,MGLUR1,MGLUR1A,mGlu1,PLXNA4,TPTE,ANKRD30BP2,SETD2,na,RGPD8,AKAP6,ADAP100,ADAP6,AKAP100,KIAA0311,PRKA6,mAKAP,SPTBN1,ELF,SPTB2,betaSpII,ZNF292,ROS1,MCF3,ROS,MYH10,MGC134913,MGC134914,NMMHCB,KMT2B,SLX4,TPR,na,DENND4B,HTT,MED12,CAGH45,HOPA,KIAA0192,OPA1,TNRC11,TRAP230,NYNRIN,DCC,CRC18,CRCR1,FN1,CIG,DKFZp686F10164,DKFZp686H0342,DKFZp686I1370,DKFZp686O13149,FINC,FN,LETS,MSF,SORCS3,SORCS,SETX,NAV2,FLJ10633,FLJ11030,FLJ23707,HELAD1,KIAA1419,POMFIL2,RAINB1,STEERIN2,RP11-252A24.2,MAP1A,MAP1L,MTAP1A,RPTN,SCN11A,na,PKD1L1,PRO19563,TSHZ3,KIAA1474,TSH3,ZNF537,PTPRC,B220,CD45,GP180,LCA,LY5,T200,CHD1,DKFZp686E2337,UBBP4,SCN5A,MYO18B,PRX,HERC2P2,DMXL1,DKFZp779O1239,FLJ44772,EPHA3,ETK,ETK1,HEK,HEK4,TYRO4,NALCN,CACNA1S,CACNL1A3,CCHL1A3,Cav1.1,HOKPP,MHS5,hypoPP,CACNA1D,CACH3,CACN4,CACNL1A2,CCHL1A2,Cav1.3,PKD1,PBP,MYLK,DKFZp686I10125,FLJ12216,KRP,MLCK,MLCK108,MLCK210,MSTP083,ZFYVE26,ARHGAP35,HIVEP3,MST1R,CDw136,PTK8,RON,MYH2,na,CLIP1,CENPE,KIF10,CHD9,AD013,CReMM,KISH2,PRIC320,PCDHB7,GCN1L1,FREM1,FAM193A,JMJD1C,na,CIT,CRIK,KIAA0949,STK21,AFF3,na,SCN2A,HBA,HBSCI,HBSCII,Na(v)1.2,Nav1.2,SCN2A1,SCN2A2,OTOF,DFNB6,DFNB9,FER1L2,NSRD9,ATP10A,HFM1,CNTNAP5,FLJ31966,caspr5,EPG5,NUP210,TRPS1,GC79,MGC134928,RGPD3,PLXNB2,SDK1,RAI1,SMARCA2,BAF190,BRM,FLJ36757,MGC74511,SNF2,SNF2L2,SNF2LA,SWI2,Sth1p,hBRM,hSNF2a,MYH11,AAT4,DKFZp686D10126,DKFZp686D19237,FAA4,FLJ35232,MGC126726,MGC32963,SMHC,SMMHC,TRIOBP,TIAM2,FLJ41865,STEF,ASXL1,CASC5,AF15Q14,D40,KIAA1570,MAGEC1,C1orf173,PAN2,NOTCH2,AGS2,hN2,ZFYVE9,MADHIP,NSP,SARA,SMADIP,ADCY8,ADCY3,HBAC1,DMBT1,GP340,muclin,C2orf16,C5orf42,KIF16B,ADCY2,HECTD1,FLJ38315,KIAA1131,THSD7B,GRIN2A,NMDAR2A,NR2A,MUC3A,UNC13C,DKFZp547H074,TRERF1,na,TAF1L,MGC134910,TAF2A2,SMCHD1,HIVEP2,COL14A1,UND,ZDBF2,ESPNP,PCDH10,NSD1,ARA267,DKFZp666C163,FLJ22263,FLJ44628,SOTOS,STO,GON4L,MGAM,MG,CEP350,TNN,KIAA2026,CUL9,ADAMTS16,BAI3,KIAA1429,GOLGA4,na,RP11-85G18.6,STAB2,na,CDKN2A,ARF,CDK4I,CDKN2,CMM2,INK4,INK4a,MLM,MTS1,TP16,p14,p14ARF,p16,p16INK4,p16INK4a,p19,VWF,F8VWF,VWD,AKAP13,na,CEP250,na,ZNF761,PCDHA9,FAM208B,ATRX,na,UTP20,DRIM,SHANK1,na,HSP90AA1,FLJ31884,HSP86,HSP90A,HSP90N,HSPC1,HSPCA,HSPCAL1,HSPCAL4,HSPN,Hsp89,Hsp90,LAP2,TRPM6,DICER1,Dicer,HERNA,KIAA0928,PRSS3P2,ATP2B2,PMCA2,PTPRT,KIAA0283,RPTPrho,NUP188,FLJ21639,KIAA0169,DPY19L2P2,ANKRD30A,DLEC1,FLNC,na,EPB41L3,na,PEG3,SCN3A,KIAA1356,NAC3,Nav1.3,GRIA1,GLUH1,GLUR1,GLURA,HBGR1,MGC133252,BTN2A3P,MYH7B,LRRIQ1,FLJ12303,PIKFYVE,NES,FLJ21841,Nbla00170,MYO16,KIAA0865,MYR8,Myo16b,HIVEP1,CCDC88A,DOCK8,FLJ00026,FLJ00152,FLJ00346,ZIR8,ITPR1,IP3R,IP3R1,Insp3r1,SPEG,CACNA1G,TXNIP,SCN10A,Nav1.8,PN3,SNS,hPN3,ASCC3,ASC1p200,DJ467N11.1,HELIC1,MGC26074,RNAH,dJ121G13.4,SMG1,61E3.4,ATX,KIAA0421,LIP,ZNF236,LAMB1,CLM,MGC142015,ITSN2,KIAA1256,SH3D1B,SH3P18,SWA,SWAP,SORCS1,FLJ41758,FLJ43475,FLJ44957,TIAM1,FLJ36302,PLCH1,LILRB5,ALPK2,SPTBN4,KIAA1642,QV,SPNB4,SPTBN3,TEP1,TLP1,TP1,TROVE1,VAULT2,p240,ZNF831,GRIA4,GLUR4,GLUR4C,GLURD,SEMA3D,na,DLC1,na,NLRC5,CLR16.1,FLJ21709,FLJ39711,NOD27,CEP192,CNTNAP2,CASPR2,CDFE,DKFZp781D1846,NRXN4,MYT1L,FER1L6,TP53BP2,53BP2,ASPP2,BBP,PPP1R13A,p53BP2,ANKRD12,na,LMTK2,na,ADAM29,KMT2E,SYTL2,CHR11SYT,KIAA1597,MGC102768,SGA72M,SLP2,AHR,na,KIF21A,F8,AHF,DXS1253E,protein,F8B,F8C,FVIII,HEMA,RIMS2,DKFZp781A0653,KIAA0751,OBOE,RAB3IP3,RIM2,GLI2,THP2,KIF21B,FLJ16314,ASTN1,GPR179,PPP1R3A,ZNF407,KIAA0947,RBP3,D10S64,D10S65,D10S66,IRBP,RBPI,RPGRIP1L,CENPF,na,SPTBN2,SCA5,type
TCGA-CH-5746-01A-11D-1576-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H0
TCGA-HC-7752-01A-11D-2114-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H0
