user,TTN,TP53,MUC16,ARID1A,KMT2D,KDM6A,ELF3,PIK3CA,CDKN1A,SYNE1,KMT2C,EP300,RB1,BIRC6,XIRP2,FLG,FAT4,SPTAN1,HMCN1,STAG2,RYR2,MACF1,FAT1,FGFR3,AHNAK,DST,DNAH5,PDE4DIP,SYNE2,ZFP36L1,OBSCN,ERBB2,CUBN,CSMD3,TCHH,RYR3,PLEC,ZFHX4,PCLO,DNAH11,DNAH8,MALAT1,KMT2A,AHNAK2,RYR1,USP34,AKAP9,ERBB3,LAMA3,CDKN2A,MDN1,ALMS1,CREBBP,MKI67,ZNF624,SPOP,MUC17,NEB,DNAH3,DMXL2,ASXL2,PRKDC,LRP2,UTRN,DIDO1,GOLGB1,ANK2,NF1,FBXW7,UBR4,FREM2,ERCC2,CHD7,SRRM2,LRP1B,TRRAP,DMD,VPS13D,FAT3,ABCA13,RELN,TENM3,ATAD5,ATM,WDFY3,KLF5,MYCBP2,GPR98,MUC5B,TRIO,RNF213,SACS,VCAN,BRCA2,SRCAP,ATR,FRAS1,DSP,ANKHD1,LAMA2,ANK3,KIAA2018,TSC1,SNHG14,TENM1,LYST,USH2A,KIAA1109,DYNC1H1,TNXB,SVIL,DNAH7,PKHD1L1,MED13,NCOR1,LRP1,MGA,SPAG17,SZT2,PCNT,ANKRD11,KALRN,HRNR,PKHD1,EFCAB5,DNAH17,APOB,KIAA0100,DNAH9,BPTF,DOPEY2,EPHA2,ARHGAP35,LRRK2,PLXNB2,FRY,COL6A3,DCHS2,MYO9A,FBN2,MYH9,BDP1,RPTN,CSMD2,UBR5,RHOB,CASC5,VPS13B,CHD6,CLIP1,C5orf42,SPTA1,DNAH10,HERC2,ASPM,HERC1,NSD1,CELSR3,SMARCA4,ABCA12,ATAD2,DNAH2,NOTCH2,CEP350,ZFYVE9,LRRC7,TBC1D12,TXNIP,NAV3,PBRM1,COL14A1,AKAP6,HYDIN,C2orf16,EIF4G3,WNK1,COL6A6,HUWE1,RPGRIP1L,TRERF1,CHD9,SPEN,ARID1B,TET1,REV3L,KMT2B,HECTD1,BSN,AHR,OGDH,ADAMTS9,PTPRD,FLG2,SETX,CIT,CHD2,RXRA,NRXN1,HSPG2,ADAMTS12,UTP20,NFE2L2,PCDH15,SCN1A,IGSF10,NUP205,SYTL2,HSP90AA1,CHD4,HIVEP2,ANKRD12,PLXNA4,VPS13C,HECTD4,DCC,TEX15,KIF21A,CSMD1,PSIP1,ASCC3,HELZ,POLE,LAMA1,THSD7B,NBPF1,SVEP1,DIAPH2,KNTC1,MAGEC1,SOS1,CNOT1,DMXL1,PHF3,DNAJC13,JMJD1C,MUC4,PRX,RIMS2,GOLGA4,SOX5,RBM10,SETD2,KANSL1,TG,TTC3,DCHS1,RAI1,NUP155,EPHA5,NUP188,RARG,IPO7,CENPF,ZNF91,ASXL3,NCOA1,CCDC88A,BAZ2B,RGS22,FAM135B,PAPPA2,ROS1,ASH1L,EXPH5,GPR179,TPR,ZFP36L2,FLNB,INO80,ACACA,MICAL2,FER1L6,COL7A1,MYO3A,IMPG2,ACTB,TNRC6A,ZNF292,FCGBP,TENM2,PLEKHH2,EPG5,PAN2,DHX9,FBN1,TRANK1,MAP1A,PTPRZ1,TMEM131,PHLDB2,ZZEF1,SCAF4,DNAH1,ADCY10,KIAA0947,HCN1,F5,ATG2B,CPD,SF3B3,ANKRD30A,PEG3,POLQ,ATRX,RBM26,ATP10D,TRPS1,PARD3,FAM193A,PCNXL2,RB1CC1,SSPO,CEP250,MYH11,CMYA5,SMARCA2,CELSR1,ZDBF2,TAF1L,RAB11FIP1,RNF19A,AKAP13,CENPE,DOPEY1,SPTBN1,ITPR2,CTNNA2,DENND4C,CNTNAP2,SMCHD1,ABCB5,MYH7B,SCN3A,GON4L,RIPK4,ACAN,ATP10A,BAGE2,PCDH9,SF3B1,HIVEP3,TRPM3,RANBP2,MAP3K4,SCAF11,ZNF236,DENND5B,DENND4B,CEP192,CDC27,PCDHA9,LAMA4,LAMA5,HEPHL1,TDRD6,BRWD1,DSCAM,SUV420H1,PCDH10,DSCAML1,FMN2,ITSN2,FAM208B,LRBA,SPHKAP,EP400,F8,ZNF750,CCAR1,LPHN2,HRAS,MYO1F,NLRP9,NLRC4,TENM4,ZNF644,ARHGAP32,UPF2,MPDZ,GCC2,NES,ANK1,AFF3,DOCK9,ZNF544,MYH3,SALL2,CUL1,DICER1,C2CD3,CAMTA1,KDM3B,NCKAP5,DOT1L,ADAMTS18,PTPRT,PARP4,KIAA1522,RICTOR,TAS1R3,ZCCHC8,CNTRL,RBAK,MYO16,BRCA1,TECTA,DYSF,METTL3,KIF1B,TICRR,RNF216,LRRIQ1,RC3H1,MYH15,MDC1,OTOGL,ZFYVE26,HIVEP1,STIL,ZNF536,BRD2,CUL9,MORC1,MYO10,CNTNAP4,ABCC9,PRRC2A,KDM5A,STAG1,ARHGAP20,DYNC2H1,BLM,COL11A1,FANCD2,GREB1,HK1,LATS1,ABCA6,ADCY2,RIF1,ITPR1,FAT2,ZCCHC6,DOCK6,RHOA,EHBP1,NIN,ATN1,FBN3,ZNF407,BRIP1,TPTE,PDE11A,CDC42BPA,ADAMTSL1,NKTR,KIAA1377,FREM1,RP11-407N17.3,BAP1,SPTBN4,AUTS2,GRIA4,SHANK1,ZNF804A,UACA,FOXQ1,RUSC2,ARID4A,AFF4,SMG1,FN1,MYOM3,MPHOSPH9,PTPN13,RERE,HEATR1,GPR112,CACNA1D,ABCC5,RAD21,BCAS3,PREX2,SHROOM3,DLEC1,NUP210,ADAMTSL3,SCN9A,ACACB,MYO1A,PHF20,PCDH1,CAMSAP2,CILP2,CACNA1B,ZNF180,PCDH20,ABCA8,CTNND2,WDR96,COL22A1,KAT6A,COL5A2,ANAPC1,LRRCC1,KIAA0754,MAP1B,PPP1R10,NFE2L3,IKZF2,ZNF665,TMCO2,TRAPPC10,SI,TACC2,KIAA1429,PKD1L1,GCN1L1,THBS2,SLC38A2,MYH10,PSD3,PREX1,ZNF513,PEAK1,SYCP2,GPC5,HSD17B7P2,FBF1,CSPG4,CACNA1G,GLI3,PIK3C2B,DMBT1,EPHA3,TIAM2,GPATCH8,CDH4,PLEKHA7,TNN,ITGA4,MET,ZNF626,MYH7,DOCK8,BOD1L1,TSHZ3,MYRF,TBC1D1,MBD1,ARHGAP31,PLEKHG6,GTF2I,ACIN1,FANCI,TP63,SPATA31D1,PTCHD2,CD1D,MYH2,PIBF1,ZNF687,SEC23IP,FRYL,MAGI2,CDH10,PPFIA3,AXIN2,TOPBP1,ATP8B1,UBE3B,ZNF507,BUB1,ASXL1,BCLAF1,MCM10,RSF1,SMAP1,FNBP4,WHSC1,ADAM22,BAZ2A,UNC5C,SCRIB,UGT1A1,RBBP6,USP29,GRM1,TNC,RP1L1,MED12,PXDN,SCN2A,SAMD9,NAV1,RLF,FLNA,DGKG,RUNX1,MED12L,FANCM,NCOA3,PPL,ZNF318,PTCH1,CFTR,KIF14,SUPT6H,CACNA2D1,LRRC66,POTEC,SEMA5B,ZCCHC11,PLXNA2,MARK2,FANCA,TRIOBP,FGD6,GRM5,XPR1,DDX3X,NLRP7,MEGF8,EGFLAM,CRB1,TRPC4,PLA2R1,WAC,GPR158,ZEB2,PRDM16,TANC1,KIAA0368,MAP2,ADAMTS16,GTF3C1,ZNF638,ZNF160,ATP2B4,ZNF423,NOTCH1,COL19A1,INSRR,RASAL2,NBEAL1,ZNFX1,NPAS4,CUL7,BOC,PSME4,KIDINS220,HECW1,MCM3AP,KDM3A,ARFGEF2,ITGA8,ADAMTS20,KMT2E,GLI2,STAB1,PPFIA2,TLN1,SEC16A,ROBO2,MON2,CHD8,MBD6,KIF15,TROAP,NBR1,MYBPC1,PPARG,E2F8,SLC44A2,HEATR5B,DNAH6,OSBPL3,PRDM2,CLTC,RGPD3,ATP12A,CHD5,SLX4,NLRP8,RAD50,RALGAPB,PLEKHG2,N4BP2,SLIT2,CACNA1A,ABCC3,ATP13A2,PCDHGA5,FAM179B,TNS1,CAD,RNF17,C3,SYNJ1,SMARCC2,TANC2,CDK12,RREB1,OAS2,ST18,USP47,TPP2,NFAT5,NOP14,TULP4,PTPRK,CDHR5,QRICH2,UPF1,SORCS3,UNC13C,PPRC1,PLEKHG4B,CALD1,POLR1A,FBXO42,MUC6,SETD5,DLC1,CCDC180,MROH2B,NAA25,EIF4ENIF1,AGL,NUP214,CD101,LTBP1,SORCS1,RAI14,USP7,FASTKD3,MYT1L,PARP1,SBNO1,MYOM1,ZNF831,TRPA1,HTT,CEP290,BTAF1,ZNF493,COL12A1,MYO15A,CCDC158,PTPN22,SPEF2,GRIK5,PTPRB,RPS6KC1,CCDC18,SUN1,MYO18B,APC,PRRC2B,MAST1,MAP3K13,CHEK2,TM9SF4,FNDC1,DEPDC5,NUP210L,ZMYM4,CNTN5,PLCL1,SSH3,USP8,PALB2,ZNF600,MYOF,EDC4,MYH1,MYH13,TIAM1,CNST,MXRA5,USP9Y,EIF4A2,FRMD4A,KLHL1,RNF123,SBF2,EIF2AK4,DOCK4,GPR50,SPTBN5,MED1,RP11-85G18.6,HPS3,TBC1D8B,RBM17,GRIK2,FSTL5,SPIDR,TRHDE,UNC79,PLCB1,INTS1,KIAA1551,ZSWIM8,TEP1,ZNF521,ALPK3,IRS4,THRAP3,CR2,ARHGAP29,LIPE,RNF111,TEX2,PTPRM,PLCL2,PPFIA1,ERC2,PSMC6,CRNKL1,KDR,TMEM132D,ESPL1,DLG5,AKAP11,KCNH8,NUP98,SRP68,ZMYND8,EPHB3,MAP4,SLC9A4,ARFGEF1,NUMA1,WIZ,DZIP1,AMER1,HES1,MBD5,RGS12,PHRF1,ERBB2IP,PZP,SPATA5,SIPA1L2,MPHOSPH8,UGGT2,FSIP2,CDH18,SP140,CNTN1,RLTPR,LEO1,PNPT1,ANO8,ENAM,CUX2,PRKD3,NRD1,USP32,DNAJC16,PTPRC,RPRD2,MYH8,EGF,NAA15,MYO7A,ABHD16A,AFF1,AHCTF1,ARIH2,MLLT4,SKIL,ADCY8,MYH4,SLAMF1,SMG5,PRUNE2,GABRA1,UBN2,SMC1A,CAMTA2,RPAP1,VWF,EIF4G1,SYNPO2,CNTLN,TNRC18,PXDNL,SSH2,NCOA6,TEX14,KIFAP3,HEXIM1,NCOR2,ACSS3,TNR,PPARGC1A,PDS5B,ARHGEF12,TAOK3,EIF3A,NHLRC1,RIMS1,ZNF99,COL5A3,PCDHB11,KIF6,FERMT3,CADPS,SALL1,C3orf70,MCM8,EEA1,ATG2A,ULK4,RBP3,COL4A1,SLTM,NUTM1,CFHR4,ATP6V0A1,AK9,SLCO1B3,PLB1,HDLBP,C20orf26,ABCC12,CACNA1C,POT1,GOLGA3,NBEA,TPO,LRRC37B,IQCH,PABPC3,MAGI3,KLHL11,ACTN4,FCHO1,ALAS1,KRAS,ZC3H13,FIGN,ETV6,OCA2,NOS1,C15orf39,TAOK2,FILIP1,MYO9B,ALPK2,PML,CASP5,RALGAPA2,LPHN3,THSD7A,JAK3,NPAT,BRD4,AGBL1,LRP6,PCDHB5,IQGAP3,MCF2L2,ESRP2,ARVCF,ATP8A2,DCAF12,CBLB,USP4,LIMA1,PRRC2C,KIF26B,ZRANB3,ZBTB21,PCDHB16,CNGB1,RAPGEF2,WDR62,SMC4,DHX29,PCDHA2,DGKB,SLCO1C1,FLNC,SYMPK,FAM83H,PDXDC2P,SLC32A1,ANKFY1,SCG2,SMC6,KANK1,MST1R,KRT19,SYBU,NLRP2,ZNF479,CD109,PIK3C2A,DNM2,PAPPA,USP9X,PDE1C,LCT,NAT10,CACNA1S,PCDH11X,PLCH1,NFASC,TRPM6,ZIC1,AIM1,COL4A4,ZNF229,ATP13A3,PHF20L1,CBFA2T2,HACL1,INTS8,EPS8,NEK11,MLTK,ZNF710,AP3B1,GLTSCR1,ZBTB7B,AKNA,NUP153,GABRA4,FNDC3B,ZNF816,NIPBL,GOLGA2,RPTOR,NRG1,LAMB2,ADAM10,CR1,SUPT16H,SORL1,OTOF,NLRC5,RTTN,ANKS1A,ZBTB22,GNL3L,PYGM,POLK,POLR3C,ZNF451,BRD7,COL2A1,CUL4B,GYS2,LRRC16A,NINL,UHRF1BP1L,SUPT20H,NFATC1,NPHP3,C10orf12,DSC3,ABCA4,TRPM1,EXOSC10,DIP2B,USP28,RAD51AP2,PTPRF,YTHDC2,CNTN4,ITGB4,WDR81,NCAM2,SPG11,ZFYVE16,MAP3K5,SMC2,MYOM2,R3HDM1,ADCY5,AMACR,IFIH1,VPS8,WDR36,KIAA1033,SCAPER,KIF26A,PDE3A,RALGAPA1,HIST1H3B,VCAM1,TMPRSS15,IQCB1,DBF4,EPHA6,PDGFRA,KIF16B,MAST4,TLN2,LRFN5,MGAM,UNC13B,ITSN1,XRN1,GCNT2,DCLK1,CPED1,SEMA3D,MIOS,COL4A3,HSP90B1,MPP6,ARHGEF28,MAP10,PLEKHA5,PAPD7,ITGB8,NDC80,SUCO,RBM6,CCDC178,TCHHL1,PHKA1,PHF1,C4orf21,XIST,ARID2,ITGA2B,AXDND1,CDH2,OPA1,LRRK1,MYLK,PTPN4,CLASP1,TP53BP1,KCNH5,ANKRD52,KIAA1217,LILRA6,HELZ2,PCNXL4,IL16,LY75,RBM15,PARD3B,TBC1D9B,WDR33,USP33,ABCC2,GPSM2,CTNND1,ATP1A1,VARS2,SCAF8,GANAB,NRAP,LRFN2,CARD6,MYT1,VIT,KIAA2022,HHIPL2,COBLL1,AGRN,CDH16,WNK3,ZNF546,ZNF721,EVC2,PCDHA12,FLRT2,ITGAL,IFT172,KIAA1432,CYP11B2,LILRB3,TRIM24,ADAM30,PDE5A,DCLK2,NFATC3,N4BP2L2,HAUS6,GOLGA1,EZR,ROCK2,ADCY6,DOCK7,CDH23,PPP2R3A,KCNQ3,FAM47C,PLVAP,SH3BP4,PCDHGA7,SLC39A12,SETDB1,ZNF106,IGF2R,AMER3,SULF1,SP100,LARS,DDX46,BEST3,CELSR2,ZNF341,BRINP3,OR4N2,ZNF599,AFF2,ANKRD26,CELF2,LTBP4,KDM2B,HGS,KIAA0556,CKAP5,DENND4A,ACOT11,SLU7,SIN3A,PHLPP1,H1FOO,C11orf82,SYTL3,VPS33A,ZNF671,GATA3,UBAP2L,OR6F1,DLGAP5,ABCC1,MAPT,PARP8,NYNRIN,ATP2B1,GRIN2C,GPR75,QSER1,SERINC3,TSHZ2,PDE12,ELAVL4,ADAR,AP2B1,CTCF,CNTN3,WHSC1L1,YME1L1,MUC7,ZNF608,DNMT3A,SF1,IGSF9B,RBM5,ZNF394,COLGALT2,OLFM3,MYO18A,WDR66,SNRPB,COPS2,TGFBR2,SLCO1A2,HIRIP3,INPPL1,CCHCR1,ZIM3,CARD11,AP1B1,TNPO3,DNM1,ADAMTSL4,ATXN2L,A2ML1,NOTCH3,KIAA1462,KIAA0319L,SOGA3,TRIM37,DGCR8,ABCB1,ARHGAP21,COL24A1,ZNF217,ARHGAP30,ZNF804B,IRF2BP1,MAP4K3,HERC4,SCNN1A,TOP2A,ARHGAP33,ZNF516,DNAJC6,COG5,type
TCGA-EJ-5499-01A-01D-1576-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brca
TCGA-CH-5752-01A-11D-1576-08,0,0,0,0,60,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brca
