user,TTN,TP53,MUC16,FRG1B,KMT2D,SYNE1,ARID1A,KMT2C,RYR2,BAGE2,HMCN1,KDM6A,FLG,MUC17,OBSCN,FAT4,BMS1P20,DST,MALAT1,MACF1,PIK3CA,DNM1P47,XIRP2,SNHG14,RP11-798G7.5,AHNAK2,CSMD3,AHNAK,TUBB8P7,NBPF10,MLLT3,HSD17B7P2,PDE4DIP,RP11-156P1.3,EP400,LRP1B,RYR3,RYR1,ATM,SPTAN1,EP300,BIRC6,DNAH5,PCLO,RB1,PDXDC2P,FAT3,SYNE2,PLEC,CUBN,DNAH11,ABCA13,CROCCP2,DNAH3,USH2A,NEB,TSSC2,GPR98,SPTA1,MKI67,ZFHX4,ERBB2,DNAH8,ANK2,MUC5B,TNXB,CHEK2,DNAH17,ZFHX3,SSPO,FAT1,TCHH,KMT2A,SACS,FGFR3,PKHD1L1,STAG2,NBPF1,MUC4,AKAP9,DCHS2,VPS13D,PKHD1,APOB,BRCA2,CREBBP,FREM2,RRN3P2,ZAN,UBR4,UTRN,DNAH10,ELF3,SDHAP1,MYCBP2,LAMA3,ALMS1,ERBB3,DIDO1,DNAH7,MDN1,FAT2,RNF213,LRP2,RP11-417J8.6,CHD7,SPOP,ANKRD36C,PRKDC,RP11-423O2.5,HSPG2,VPS13B,NCOA6,NCOR1,GOLGB1,CSMD2,DSP,KRTAP4-11,DYNC1H1,ANKRD20A8P,SRCAP,FLG2,LRP1,MYH9,FRAS1,LINC00969,DMD,KIAA1109,AC024560.3,ANK3,SRRM2,TENM3,SPEN,ARID2,ASXL2,PCNT,FBN3,USP34,PCDH15,CSMD1,CHD6,FBN1,NF1,DNAH2,TRIO,HERC2,KALRN,VCAN,FCGBP,LYST,DMXL2,SZT2,MED13,ANKRD11,ITPR2,TBC1D12,LRRK2,RELN,COL7A1,DNAH9,WDFY3,HRNR,PTPRD,TRRAP,DOPEY2,FOXA1,COL22A1,CACNA1A,CHD4,HECTD4,LAMA2,FRY,COL11A1,ZNF845,MGA,TG,LAMA1,MYO15A,ACAN,CDK12,ZNF536,ASH1L,ANKHD1,TACC2,COL6A3,ERCC2,HERC1,HUWE1,CDKN1A,NCOA3,LPHN3,CDH23,UBR5,PDZD2,CACNA1E,ACACA,VPS13C,ZZEF1,BPTF,ZNF99,MXRA5,POTEC,ZFP36L1,SCN1A,DOT1L,TENM1,MYH4,MYO9A,IGSF10,NCKAP5,DNAH1,DCHS1,ZNRD1-AS1,APC,FMN2,RANBP2,NUP205,ZNF91,ARID1B,CHD2,KIAA0100,COL6A6,ZNF624,SPHKAP,NAV3,RP11-556N21.1,ZNF814,FBXW7,SVIL,HYDIN,HCN1,POM121L9P,WNK1,CMYA5,ADAMTS12,LRRC7,ZNF208,ATR,FBN2,POLQ,ATAD5,CELSR3,ABCA12,SALL1,BSN,ASPM,TENM2,TRANK1,FAM47C,RP1L1,MYH13,NRXN1,CHD5,FOXP2,BOD1L1,TET1,POLE,LAMA5,RP1,UNC79,INO80,MYH7,F5,ATAD2,DNAJC13,KIF1B,SVEP1,CNOT1,BAZ2B,MYO3A,GPR112,KIAA2018,LAMA4,EPPK1,PCDHA12,ADAMTS9,FAM135B,SPAG17,DSCAM,COL12A1,FLNB,CELSR1,PRG4,BDP1,EIF4G3,TP53BP1,PHF3,PAPPA2,XIST,GTF2IRD2P1,TSC1,PREX2,ANK1,ROBO2,PLXNA4,DSCAML1,SPTBN1,SI,REV3L,ZNF292,ANKRD30BP2,CADPS,RGPD8,SETD2,TPTE,TBP,PCDH9,GRM1,AKAP6,ARHGAP32,MUC6,CTNNA2,ABCC5,TEX15,CELSR2,SORCS3,HTT,RPTN,MED12,PTPRC,PKD1L1,NAV2,TPR,DCC,SCN11A,KMT2B,MAP1A,FN1,TSHZ3,SETX,MYH10,SLX4,ROS1,CHD1,RP11-252A24.2,DENND4B,NYNRIN,MYH2,CACNA1D,CACNA1S,EPHA3,MST1R,FREM1,CIT,NALCN,CENPE,GCN1L1,PRX,PCDHB7,PKD1,ZFYVE26,FAM193A,MYLK,UBBP4,ARHGAP35,HERC2P2,CHD9,JMJD1C,CLIP1,SCN5A,HIVEP3,DMXL1,MYO18B,OTOF,SMARCA2,PLXNB2,TRIOBP,SDK1,ATP10A,ZFYVE9,NOTCH2,EPG5,PAN2,RAI1,AFF3,HFM1,TIAM2,ADCY8,CNTNAP5,C1orf173,ASXL1,TRPS1,MYH11,MAGEC1,CASC5,RGPD3,SCN2A,NUP210,HIVEP2,BAI3,SMCHD1,ESPNP,AKAP13,DMBT1,MUC3A,C5orf42,VWF,GOLGA4,KIF16B,KIAA2026,RP11-85G18.6,GON4L,UNC13C,PCDH10,TRERF1,ADAMTS16,ZDBF2,KIAA1429,HECTD1,NSD1,C2orf16,CDKN2A,CUL9,GRIN2A,ADCY2,COL14A1,TNN,STAB2,CEP350,MGAM,THSD7B,TAF1L,LRRIQ1,MYO16,HSP90AA1,DICER1,DLEC1,UTP20,LAMB1,SMG1,PTPRT,ANKRD30A,NUP188,ZNF761,DOCK8,EPB41L3,SORCS1,ATP2B2,NES,PEG3,PLCH1,CCDC88A,ITSN2,SCN10A,TIAM1,BTN2A3P,CACNA1G,TXNIP,FAM208B,PIKFYVE,GRIA1,DPY19L2P2,ITPR1,ATRX,SCN3A,CEP250,HIVEP1,FLNC,PCDHA9,MYH7B,ZNF236,ASCC3,SPEG,PRSS3P2,TRPM6,SHANK1,KIAA0947,SEMA3D,AHR,FER1L6,SPTBN2,LMTK2,ALPK2,ADAMTSL1,ASTN1,GPR158,SPTBN4,NLRP8,PCDHA1,MECOM,GLI2,KIF21B,DLC1,RPGRIP1L,CEP192,BRWD1,NLRC5,HELZ,ZNF407,F8,TP53BP2,ZNF831,KIF21A,KMT2E,CNTNAP2,TEP1,MYT1L,PPP1R3A,GPR179,ADAM29,RIMS2,NOTCH1,RBP3,LILRB5,RGS22,SYTL2,CENPF,ANKRD12,EFCAB5,GRIA4,NCOA1,EPHA2,GTF3C1,ZNFX1,ATP8B4,MYO9B,MYH15,TMEM132D,MAP3K9,PTEN,SF3B1,RHOB,SIPA1L3,PLXNA2,CAMTA1,FLNA,ZNF423,SMARCA4,TDRD6,OTOGL,CHD3,KCNB2,IRS4,TRPA1,ZNF804A,PCDHA2,DOPEY1,RXRA,ANO4,PPL,MED12L,PCDHB12,TTC3,LINC00264,OGDH,TP63,ABCA4,GRIK3,NUMA1,LPHN2,PKD1L2,TNS1,PCSK5,ACACB,KDM3B,KANSL1,BCLAF1,ARFGEF1,SHROOM3,CACNA1C,HEATR1,CFH,KIF1A,EPHA5,TRPC4,PBRM1,PARP4,TRPM3,PRDM9,KLF5,ATP2B4,COL27A1,COL11A2,ZNF521,SAMD9,POLR1A,PRAMEF11,PTPRZ1,FILIP1,EEF1B2,SCN4A,MYOF,MDC1,CRB1,COL5A3,PCDHB5,CCDC178,HERC2P3,ABCA8,PCDHA6,HELZ2,RP11-114H24.7,MYOM1,ASXL3,PEAK1,CACNA1B,CPD,MYH6,CCDC180,ADAMTS18,CTNND2,RARG,STAG1,TNRC18,BCORL1,LTBP1,FNDC1,TECTA,FRYL,PCNX,ADAMTS20,TMEM131,PLEKHH2,MYH1,MCM3AP,MST1L,FNBP4,FANCA,WHSC1,ITGAL,ITGA8,RGS12,KNDC1,MROH2B,TLN2,MAP2,USP32,ANAPC1,DLG5,RREB1,NOS1,CNTN6,ABCB5,PTPRS,CDH4,FOLH1B,ADAMTSL3,LRRC66,PCDHGA2,SLITRK5,SPTBN5,PCDHA13,PCDHA7,TNRC6A,DYNC2H1,NIPBL,PCDH17,TNC,SYNJ1,PIK3C2B,PPFIA3,TENM4,RB1CC1,HRAS,WDR96,TANC1,CNTNAP4,TCF20,TRAPPC10,GRM5,ESPL1,RNF216,BNC2,PXDNL,ZMYM3,NIN,CSPG4,GRID2,ITGB4,PLA2R1,PTPN13,TIMELESS,SIPA1L2,CTNNB1,PCNXL2,MTUS2,HECW1,ABCA9,SCAF4,PHLDB2,GLI3,MEGF8,SCN9A,PCDHB8,LRBA,DOCK9,NRG1,MET,SUPT6H,MICAL2,ZFP36L2,TAOK2,FAM83H,SF3B3,KDM5A,AGL,ROBO1,PTPRB,GCC2,IPO7,MYOM3,TRHDE,MED1,MAGI2,CDC27,ADCY10,SIRPB1,CDH11,FLRT2,RBM10,KIAA0754,DOCK2,PRRC2A,TBC1D1,SBF2,ABCC9,CNTNAP1,AUTS2,NLRC4,UHRF1BP1,CAD,NLRP9,DENND5B,EVPL,ARHGAP31,KDR,MYO1F,FGA,KCNH7,EXPH5,IMPG2,NFASC,MPDZ,CHD8,CCDC108,MORC1,RC3H1,INADL,ABCA1,MAST1,SETDB1,HEPHL1,MBD1,XIRP1,KIDINS220,LCT,PXDN,ATG2B,UACA,TRPM2,MAP4,NACA,KIF26B,RLTPR,CASZ1,ZNF638,ACTB,SOX5,KANK1,COL5A1,DYSF,PCDHGA1,KNTC1,ATP12A,C3,GREB1,TPO,ZNF733P,TEX14,PARD3B,SEC22B,MTTP,CTTNBP2,RP11-146E13.4,TAS1R3,MCM10,RPRD2,INTS1,METTL3,RP11-1166P10.6,PLXNA1,GPC5,AXIN2,MAST4,GRM7,PCDHB6,KIAA1462,PTCHD2,TYW1B,PARD3,TPTE2,NUP210L,MYO1A,COL24A1,PAPPA,ITSN1,MAGI3,DHX9,CDH10,CCT6P3,TRPM1,SSH2,NWD1,MYO18A,ZNF608,MYO7A,FRMPD1,STIL,CNTRL,RP11-313J2.1,BRCA1,KIAA1522,ATP10D,FANCD2,ZIC1,TBCD,ZNF318,OTUD4,TSC2,GBF1,PCF11,DLG2,SLC12A5,HEATR5B,UBR2,NUP155,PCDH11Y,MYH3,VWA3B,MYH8,NFE2L2,NCAM2,KAT6A,EPHB1,EDC4,NLRP3,PHF20,DNMT3A,KCNH5,DOCK10,FANCM,RICTOR,DIAPH2,AMZ2P1,FSTL5,ZNF665,MYO7B,BLM,ABCC11,SLCO5A1,CDH6,C2CD3,UBE3B,LATS1,DNM2,SALL2,PCDHB16,SMARCC2,ABCC12,GPR133,KCNH8,RIMBP2,NLRP4,OCA2,COL5A2,KIF13A,MAP1B,ZBTB22,KIRREL,SHANK2,CDH18,AFF2,DOCK4,JAK3,ZNF878,TANC2,PRRC2B,SOS1,LRRTM1,NPC1L1,SORL1,PCDHA5,DOCK7,MAP3K4,NAV1,LRRK1,NCOR2,SPATA31D1,RAD21,C20orf26,EFCAB6,ANKRD26,KIAA1217,TSIX,ALPK3,LRP6,NUTM1,PDE3A,NLRP7,TBC1D3P2,HK1,ABCC3,CDH1,RNF17,MPEG1,DPYD,ACLY,RLF,FBXO42,PDGFRA,ABCB1,GIGYF2,PDE1C,MAP3K5,RBBP6,CDH8,BZRAP1,N4BP2,RAB11FIP1,PLXND1,SPG11,BAP1,STAB1,NBEA,UBE4B,ARFGEF2,BRD4,SPEF2,KIAA0556,LY75,RBM15,CPAMD8,RNF123,BMS1,NFATC2,NBAS,ZEB2,NUP214,WDR33,GAD2,C12orf55,KAT6B,CDC42BPB,A2M,RALGAPB,ZMIZ1,SETD5,DPP10,CLTC,IQGAP1,CPS1,ZNF626,CACNA2D1,BRIP1,BUB1,CD163L1,SEMA5B,ZNF493,ABCA7,SLC9A4,DEPDC5,ZNF462,EGFLAM,PIPSL,SUV420H1,PCDHB10,COL4A4,PCDHB1,ZMYND8,EGF,NID1,PCDHA10,PCDHA8,MBD6,ARID4B,PCDHA4,ACIN1,TOPBP1,MUC2,NKTR,NRAP,LRFN5,LILRB1,SLC12A7,AFF1,LRRC41,MAML3,PLCB1,CCDC158,CDC42BPA,PARP1,PSME4,CARD11,ZNF644,GOLGA3,ZNF750,CNTN5,CLASP2,RP11-69H14.6,BRINP3,TLN1,EIF4G1,ZCCHC6,KIF14,MED13L,DNAH6,DCDC1,CUL1,ANKRD36,USP8,CUX2,NOTCH4,OPA1,NUP98,GRIK5,UBR1,CUX1,TIE1,ITGAM,VWA8,DHTKD1,ATG2A,C6,ZNF516,KIAA1377,DGKK,KCNN3,UPF1,SYN2,KCNC4,ERN2,MYO10,NBEAL1,RTTN,SMG5,CHERP,PLEKHG4B,NLRP2,CSE1L,PRDM2,ITGAV,NID2,AKAP12,SLC44A2,FBF1,POLR2A,PSIP1,PPRC1,SPTB,PUM2,MYT1,WDR81,BMP2K,IGF2R,ATP8B1,USP47,DENND4C,PDE11A,ZBTB40,PPFIA2,GANAB,SCAF11,ANKRD17,BCL9,CNTN1,CCDC40,RNF19A,KIAA1551,MYPN,PRRC2C,PLXNB1,KCNB1,ATF7IP,ZCCHC11,GRIN2B,DISP1,EHBP1,RIF1,ANKAR,XPR1,DOCK3,TMEM132B,SBNO1,COL4A1,LGR5,PCDH1,RERE,RIPK4,SIM1,ZC3H13,KCNT2,CKAP5,MAP3K13,DAPK1,GRIK2,DGKG,AMER3,PDZRN3,SYCP2,TTC18,FLT4,CDH16,COL19A1,PPARGC1A,ZFPM2,SGK223,VPS13A,SCRIB,KIAA1549L,ATP13A5,ITGA4,PCDHGA5,SEC16A,ARHGAP21,SAMD9L,ITPR3,KRTAP4-9,NLRP5,COL16A1,CTCF,EMILIN2,ERCC6,ATP13A3,CDH2,SULF1,CIC,PLCB3,KANK4,INTS5,PRUNE2,PDS5B,NAT10,PSG7,CR1,SEMA6D,ITGA2B,PIK3CG,BRAF,PRDM16,MYBPC1,CDH5,FSIP2,ADAMTS5,FAM214A,PPP1R10,WDR72,MAGI1,EXOSC10,ZMYM4,COL3A1,PCDH20,KLHL1,DIP2C,SLC45A1,GTF3C3,ZBTB21,ANKS1B,SLTM,RBFOX1,WAC,PTCH1,TPP2,NBPF3,ADAMTS2,PIWIL1,PHRF1,LAMB2,RASAL2,POLR3A,SIGLEC1,ZNF804B,CEP170B,MBTPS1,GRID1,CUL7,ATP10B,OSBPL3,PALB2,PLEKHA5,CD109,RALGAPA2,USP9X,SSH3,RPTOR,MYBPC2,NPHS1,BCOR,WHSC1L1,LRGUK,CD163,IKZF2,PTPN3,GGT3P,UNC5D,SIPA1L1,BBS9,PLCB4,SLC38A2,PRPF8,NINL,ZFC3H1,CNTLN,ADCY5,TICRR,ADCY6,MED15,ATN1,TYK2,CDK13,KCNH6,HEG1,PCNXL4,QRICH2,AGBL1,CHGB,SUPT16H,SMC2,CD209,GAS2L2,CNOT3,TRIP12,TMEM132E,SLIT1,PTPRM,MDGA2,RASGRF1,USP15,IFT172,FAM179B,DNAJC16,ARHGAP20,UPF2,CELF2,PLK3,CNTNAP3B,NPAT,PTPRF,CHL1,SYNPO2,BRD2,PHACTR1,ESYT1,ZNF507,RUSC1,UGT1A1,CCT6P1,ABCA6,SPIDR,GPR50,NCKAP1L,ATP8B2,SEZ6L,NDST4,COBL,L1CAM,AP3B2,UNC5C,XRN1,TMC4,SCAPER,PLB1,SLC4A8,COL4A3,LRRC37A3,NHS,PCDHGA3,DIP2B,ZNF687,PTPN9,GAK,PCDHGB3,PPARG,ARHGAP30,SNAPC4,TULP4,BTAF1,VIT,GNAS,PI4KA,DDX23,ZNF347,ZNF160,MIOS,NAA15,RBM27,USP35,THADA,KCNQ5,KCNU1,KCNT1,ARHGAP33,CCDC18,KIAA0368,APLP1,SLCO1C1,GUCY2C,CADPS2,VILL,IGSF9B,DNHD1,CFTR,type
TCGA-EJ-5499-01A-01D-1576-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brca
TCGA-CH-5752-01A-11D-1576-08,0,0,0,0,60,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brca
